qseqid	sseqid	evalue	bitscore	length	nident	mismatch	gapopen	slength	taxonomy	kingdom	phylum	class	order	family	genus	species	qlength	identity	coverage
ITSall_OTUa_121	undefined_KX220222	4.97e-154	545	305	304	1	0	325	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	305	0.99672131147541	1
ITSall_OTUa_1211	undefined_KX195803	1.03e-137	491	308	296	8	3	342	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	325	0.961038961038961	0.947692307692308
ITSall_OTUa_1215	SH207010.07FU_KT268609	5.59e-127	455	252	252	0	0	546	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unclassified_Pleosporales;g__unclassified_Pleosporales;s__Pleosporales_sp;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	252	1	1
ITSall_OTUa_1220	SH214904.07FU_HG936639	6.06e-166	585	324	324	0	0	897	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium;s__Metarhizium_sp;	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	NA	324	1	1
ITSall_OTUa_1226	SH179895.07FU_KU052084	1.19e-168	594	329	329	0	0	615	k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Microstromatales;f__Quambalariaceae;g__Quambalaria;s__Quambalaria_cyanescens;	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Quambalariaceae	Quambalaria	Quambalaria_cyanescens	329	1	1
ITSall_OTUa_1240	undefined_KX221785	8.12e-171	601	333	333	0	0	385	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	333	1	1
ITSall_OTUa_126	SH180109.07FU_KM889530	0	682	381	380	1	0	682	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_sp;	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA	381	0.99737532808399	1
ITSall_OTUa_1267	undefined_KJ827256	3.29e-143	509	282	282	0	0	282	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__unclassified_Sordariales;g__unclassified_Sordariales;s__Sordariales_sp;	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA	283	1	0.996466431095406
ITSall_OTUa_1276	SH215928.07FU_LC085198	9.13e-131	468	259	259	0	0	781	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__unclassified_Leotiomycetes;f__unclassified_Leotiomycetes;g__unclassified_Leotiomycetes;s__Leotiomycetes_sp;	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA	259	1	1
ITSall_OTUa_1279	SH491836.07FU_KM023222	3.77e-156	553	327	319	7	1	527	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__unclassified_Tricholomataceae;s__Tricholomataceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	NA	NA	340	0.975535168195719	0.961764705882353
ITSall_OTUa_1290	SH198407.07FU_KF617491	1.67e-127	457	261	258	3	0	1148	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	261	0.988505747126437	1
ITSall_OTUa_1295	SH191379.07FU_KP941078	2.58e-138	493	288	282	6	0	578	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__Coniochaeta_sp;	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA	288	0.979166666666667	1
ITSall_OTUa_1307	SH028067.07FU_KT957785	3.06e-137	489	281	277	4	0	594	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	281	0.98576512455516	1
ITSall_OTUa_1324	SH203716.07FU_DQ273334	3.56e-123	443	254	252	0	2	548	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	254	0.992125984251969	1
ITSall_OTUa_1333	SH525095.07FU_AB986438	3.3e-137	489	301	290	10	1	1429	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__unclassified_Eurotiales;g__unclassified_Eurotiales;s__Eurotiales_sp;	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA	301	0.963455149501661	1
ITSall_OTUa_1335	SH184177.07FU_FJ037749	7.31e-139	495	286	282	3	1	536	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_sp;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA	285	0.986013986013986	1.00350877192982
ITSall_OTUa_1345	undefined_KX115771	1.09e-175	618	342	342	0	0	396	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__unclassified_Mortierellaceae;s__Mortierellaceae_sp;	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA	342	1	1
ITSall_OTUa_135	SH185247.07FU_KC222706	5.46e-160	565	313	313	0	0	661	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unclassified_Thelephoraceae;s__Thelephoraceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	NA	NA	313	1	1
ITSall_OTUa_1355	SH178634.07FU_UDB013426	0	645	357	357	0	0	744	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Thelephora;s__Thelephora_sp;	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Thelephora	NA	357	1	1
ITSall_OTUa_1358	SH210203.07FU_LC133854	9.67e-157	554	307	307	0	0	600	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_sp;	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	NA	307	1	1
ITSall_OTUa_1393	SH190044.07FU_KX302061	7.96e-145	515	290	289	0	1	642	k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Cunninghamellaceae;g__Absidia;s__Absidia_glauca;	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	Absidia_glauca	290	0.996551724137931	1
ITSall_OTUa_1406	SH183854.07FU_KT269185	3.83e-129	462	256	256	0	0	522	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Rutstroemiaceae;g__unclassified_Rutstroemiaceae;s__Rutstroemiaceae_sp;	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	NA	NA	256	1	1
ITSall_OTUa_1410	SH203462.07FU_KJ653460	1.93e-159	563	317	315	2	0	562	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Eucasphaeria;s__Eucasphaeria_sp;	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Eucasphaeria	NA	317	0.993690851735016	1
ITSall_OTUa_1413	SH495429.07FU_KT581807	3.59e-130	466	288	276	12	0	552	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__unclassified_Lophiostomataceae;s__Lophiostomataceae_sp;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	NA	NA	288	0.958333333333333	1
ITSall_OTUa_1415	SH489654.07FU_HG937071	1.15e-143	511	347	324	11	5	891	k__Fungi;p__Basidiomycota;c__unclassified_Basidiomycota;o__unclassified_Basidiomycota;f__unclassified_Basidiomycota;g__unclassified_Basidiomycota;s__Basidiomycota_sp;	Fungi	Basidiomycota	NA	NA	NA	NA	NA	339	0.93371757925072	1.023598820059
ITSall_OTUa_1435	undefined_KX815479	3.17e-130	466	258	258	0	0	318	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Phaeomoniella;s__Phaeomoniella_sp;	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella	NA	258	1	1
ITSall_OTUa_1443	SH220361.07FU_JQ312207	1.07e-156	554	337	326	10	1	1070	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Coprinus;s__Coprinus_sp;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	NA	337	0.967359050445104	1
ITSall_OTUa_1471	SH194426.07FU_KX515906	5.59e-127	455	252	252	0	0	637	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	252	1	1
ITSall_OTUa_148	SH491924.07FU_HG425939	2.94e-131	470	287	277	9	1	1494	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Diversisporaceae;g__unclassified_Diversisporaceae;s__Diversisporaceae_sp;	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	NA	NA	287	0.965156794425087	1
ITSall_OTUa_1484	undefined_KX147606	1.23e-122	441	252	249	3	0	545	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Cucurbitariaceae;g__Pyrenochaeta;s__Pyrenochaeta_sp;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	NA	252	0.988095238095238	1
ITSall_OTUa_1492	SH178701.07FU_UDB019537	1.02e-169	598	341	337	4	0	951	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Panaeolus;s__Panaeolus_papilionaceus;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus_papilionaceus	341	0.988269794721408	1
ITSall_OTUa_15	SH181879.07FU_MF062574	1.33e-128	461	255	255	0	0	514	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__Saitozyma_podzolica;	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_podzolica	255	1	1
ITSall_OTUa_1505	undefined_KM493802	1.46e-128	461	277	270	5	2	276	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	276	0.974729241877256	1.0036231884058
ITSall_OTUa_151	SH184571.07FU_HQ829353	3.68e-169	596	333	332	1	0	663	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unclassified_Thelephoraceae;s__Thelephoraceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	NA	NA	353	0.996996996996997	0.943342776203966
ITSall_OTUa_1514	undefined_KX194954	2.84e-126	453	338	308	24	6	370	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipita;s__Serendipita_sp;	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA	354	0.911242603550296	0.954802259887006
ITSall_OTUa_1516	SH209446.07FU_FJ664591	2.17e-178	627	350	349	1	0	765	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__Armillaria_luteobubalina;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Armillaria	Armillaria_luteobubalina	352	0.997142857142857	0.994318181818182
ITSall_OTUa_1520	SH493695.07FU_KP889792	1.97e-102	374	321	277	42	2	1200	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	321	0.862928348909657	1
ITSall_OTUa_1524	SH183633.07FU_KT759208	0	684	384	382	2	0	628	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__unclassified_Mortierellaceae;s__Mortierellaceae_sp;	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	NA	NA	384	0.994791666666667	1
ITSall_OTUa_1539	SH207672.07FU_KT581757	9.74e-144	511	291	288	3	0	801	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	291	0.989690721649485	1
ITSall_OTUa_1540	SH193058.07FU_HM239727	4.28e-122	439	251	248	3	0	627	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__unclassified_Xylariales;g__unclassified_Xylariales;s__Xylariales_sp;	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA	251	0.98804780876494	1
ITSall_OTUa_1541	SH527064.07FU_KP635972	1.34e-129	464	308	289	16	2	1255	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellaceae;g__Pseudophaeomoniella;s__Pseudophaeomoniella_oleae;	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Pseudophaeomoniella	Pseudophaeomoniella_oleae	307	0.938311688311688	1.00325732899023
ITSall_OTUa_1568	SH008933.07FU_EF090499	6.72e-159	562	316	314	2	0	686	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unclassified_Ceratobasidiaceae;s__Ceratobasidiaceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA	316	0.993670886075949	1
ITSall_OTUa_157	SH033698.07FU_DQ672304	0	682	429	414	6	7	739	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unclassified_Agaricales;g__unclassified_Agaricales;s__Agaricales_sp;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA	423	0.965034965034965	1.01418439716312
ITSall_OTUa_1572	SH176745.07FU_JQ685727	0	668	370	370	0	0	802	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_granulatus;	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus_granulatus	370	1	1
ITSall_OTUa_1575	SH015751.07FU_KF367510	3e-137	489	276	274	2	0	857	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia;s__Capronia_sp;	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	NA	276	0.992753623188406	1
ITSall_OTUa_158	SH205760.07FU_GU166473	3.92e-129	462	261	260	0	1	524	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	261	0.996168582375479	1
ITSall_OTUa_1585	SH186934.07FU_HQ630993	2.75e-144	513	287	286	1	0	622	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_sp;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	NA	287	0.996515679442509	1
ITSall_OTUa_1596	SH200153.07FU_KY696576	1.33e-128	461	255	255	0	0	531	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Neopestalotiopsis;s__Neopestalotiopsis_sp;	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis	NA	255	1	1
ITSall_OTUa_1600	SH182917.07FU_KR024721	1.94e-126	453	251	251	0	0	532	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	251	1	1
ITSall_OTUa_1604	undefined_KX192613	7.25e-69	262	276	231	26	11	320	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	266	0.83695652173913	1.03759398496241
ITSall_OTUa_161	SH216098.07FU_KC489481	4.47e-148	526	294	293	1	0	654	k__Fungi;p__Mucoromycota;c__Umbelopsidomycetes;o__Umbelopsidales;f__Umbelopsidaceae;g__Umbelopsis;s__Umbelopsis_changbaiensis;	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis_changbaiensis	294	0.996598639455782	1
ITSall_OTUa_1618	SH190741.07FU_KX096665	3.36e-156	553	306	306	0	0	1061	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Holtermanniales;f__Holtermanniales_fam_Incertae_sedis;g__Holtermanniella;s__Holtermanniella_festucosa;	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	Holtermanniales_fam_Incertae_sedis	Holtermanniella	Holtermanniella_festucosa	306	1	1
ITSall_OTUa_1619	SH214166.07FU_JF499833	4.69e-128	459	257	256	1	0	656	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae;g__Catenulostroma;s__Catenulostroma_hermanusense;	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Catenulostroma	Catenulostroma_hermanusense	257	0.996108949416342	1
ITSall_OTUa_162	SH199967.07FU_HQ895805	1.59e-134	480	285	280	2	3	1537	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unclassified_Glomeraceae;s__Glomeraceae_sp;	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA	282	0.982456140350877	1.01063829787234
ITSall_OTUa_1629	undefined_KX220917	6.71e-172	605	335	335	0	0	366	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	335	1	1
ITSall_OTUa_1630	SH195538.07FU_LC071514	1.73e-153	544	304	303	1	0	566	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon;s__Trichosporon_asteroides;	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	Trichosporon_asteroides	304	0.996710526315789	1
ITSall_OTUa_1631	SH489966.07FU_KP012696	5.05e-168	592	396	372	20	4	1250	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Marasmius;s__Marasmius_sp;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	NA	394	0.939393939393939	1.00507614213198
ITSall_OTUa_1637	SH216250.07FU_KX430930	1.1e-129	464	257	257	0	0	585	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	257	1	1
ITSall_OTUa_1656	SH213407.07FU_KU350346	3.4e-156	553	309	308	1	0	563	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_ord_Incertae_sedis;f__Microbotryomycetes_fam_Incertae_sedis;g__Curvibasidium;s__Curvibasidium_sp;	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Curvibasidium	NA	309	0.996763754045307	1
ITSall_OTUa_1660	SH199527.07FU_KP017845	1.94e-126	453	251	251	0	0	483	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Stemphylium;s__Stemphylium_solani;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium_solani	251	1	1
ITSall_OTUa_1664	SH029195.07FU_JQ761344	5.71e-134	479	290	281	8	1	1078	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Lophiostoma;s__Lophiostoma_sp;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	NA	289	0.968965517241379	1.00346020761246
ITSall_OTUa_1668	SH533602.07FU_KY687616	1.6e-129	464	364	322	16	6	696	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	359	0.884615384615385	1.01392757660167
ITSall_OTUa_1676	SH631641.07FU_KX171343	7.25e-133	475	273	270	2	1	484	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_distincta;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_distincta	300	0.989010989010989	0.91
ITSall_OTUa_168	SH017990.07FU_UDB013031	1.17e-162	574	347	337	7	2	949	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phanerochaete;s__Phanerochaete_sp;	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phanerochaete	NA	344	0.971181556195965	1.00872093023256
ITSall_OTUa_1684	SH198397.07FU_HG936222	9.13e-131	468	259	259	0	0	820	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unclassified_Helotiales;g__unclassified_Helotiales;s__Helotiales_sp;	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	259	1	1
ITSall_OTUa_1698	SH007250.07FU_JX976127	0	686	380	380	0	0	633	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_lignicola;	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_lignicola	402	1	0.945273631840796
ITSall_OTUa_170	SH187755.07FU_KY225589	4.11e-155	549	307	306	1	0	612	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__Trichoderma_koningiopsis;	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_koningiopsis	307	0.996742671009772	1
ITSall_OTUa_1706	undefined_KX193436	1.86e-140	500	287	284	2	1	321	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	306	0.989547038327526	0.937908496732026
ITSall_OTUa_1709	SH182483.07FU_KY412172	1.1e-129	464	257	257	0	0	544	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sp;	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	257	1	1
ITSall_OTUa_1711	SH494207.07FU_KT224914	1e-156	554	318	315	1	2	630	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unclassified_Agaricomycetes;f__unclassified_Agaricomycetes;g__unclassified_Agaricomycetes;s__Agaricomycetes_sp;	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA	318	0.990566037735849	1
ITSall_OTUa_1717	SH211940.07FU_KX908953	6.59e-146	518	292	290	2	0	1031	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unclassified_Dothideomycetes;f__unclassified_Dothideomycetes;g__unclassified_Dothideomycetes;s__Dothideomycetes_sp;	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	292	0.993150684931507	1
ITSall_OTUa_1736	SH207979.07FU_KT377211	3.36e-156	553	306	306	0	0	537	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium;s__Acremonium_persicinum;	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_persicinum	306	1	1
ITSall_OTUa_1739	SH207641.07FU_KM215644	1.86e-127	457	288	275	12	1	1080	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Zopfiella;s__Zopfiella_sp;	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	NA	288	0.954861111111111	1
ITSall_OTUa_1740	undefined_KT195821	9.56e-99	361	229	219	8	2	246	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	254	0.956331877729258	0.901574803149606
ITSall_OTUa_1758	SH497313.07FU_KR909181	7.9e-145	515	288	287	1	0	566	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unclassified_Pleosporales;g__unclassified_Pleosporales;s__Pleosporales_sp;	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	288	0.996527777777778	1
ITSall_OTUa_1760	SH494700.07FU_KM374368	2.71e-164	580	340	334	4	2	664	k__Fungi;p__unclassified_Fungi;c__unclassified_Fungi;o__unclassified_Fungi;f__unclassified_Fungi;g__unclassified_Fungi;s__Fungi_sp;	Fungi	NA	NA	NA	NA	NA	NA	339	0.982352941176471	1.00294985250737
ITSall_OTUa_1762	SH175881.07FU_UDB017725	4.57e-148	526	301	298	2	1	732	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Bovista;s__Bovista_aestivalis;	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_aestivalis	300	0.990033222591362	1.00333333333333
ITSall_OTUa_1764	undefined_KP827676	8.86e-146	518	382	344	22	3	366	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiaceae;g__unclassified_Corticiaceae;s__Corticiaceae_sp;	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	NA	NA	383	0.900523560209424	0.997389033942559
